,c.android.gm,c.android.chrome,p.android.externalstorage,c.dogalize,p.android.packageinstaller
0,0.041592074022395904,-0.11596045236983545,-0.8379773233279192,1.1305265252976668,-0.07893441504983285
1,-0.8484041764145351,-0.49273469040666823,-0.3031581339880071,-0.18915478448375048,-1.5701635474899567
2,-1.2816036022638362,0.32287103999100025,0.6583923410244067,0.21106976491595733,-0.9495472701112365
3,0.09952838083252974,0.38715639676501445,-0.6088913495532127,-0.8242823652833993,-1.0216688939978558
4,0.7240973150793902,0.5333054083994351,-1.8266411130890243,-0.37133814603315113,2.304922448683773
5,0.9808679970242534,0.29582751379971517,3.090362439022644,0.3183057327688324,-0.7273181934959322
6,2.173274481213343,1.994970970827795,-1.4715424401684916,-0.9279190556319777,0.7847130478365383
7,1.102569097129412,0.9261848612489612,-1.6967454658424268,-0.546597399165947,0.5037995253659006
8,1.275270305079014,1.1621566934053134,-0.43702128779826693,-1.3151105810008499,0.7782020915751383
9,1.4434989059673975,1.2700592633004586,-0.8081800540247978,-0.33201018870189136,0.4506163365238603
10,0.45376128717708536,0.6615608595519025,-1.0520627701787377,0.6862346077977723,-0.7115205762196447
11,0.04213664274556889,-0.06416431447725883,1.3452926595188923,-0.8859613753630361,-1.9680939904108639
12,1.2206403488473496,-1.0041740938964099,-1.783322473754768,-0.5027529673834666,1.1526043974226705
13,1.1227057403385055,0.5557659501336404,-1.028574710950615,-1.2907934588245058,1.6566188390856214
14,0.08652957285752978,0.9304365200855327,-0.44708804764212634,-1.813502168640393,0.6270003568431657
15,0.9791446907714957,0.4164811647099909,0.1336409182168915,0.6128947253890823,0.7132800301751263
16,0.8668554533137685,0.7222513620117181,-0.8209119813378999,-0.5613270940379926,1.740318457182307
17,-0.763543854023751,-0.4511289282274223,-0.7403751524335769,0.22257637956870358,0.5389824748245542
18,0.8428080114516673,0.674155997276815,-0.7938491984577392,-0.2600894251725466,0.6216265292289153
19,0.9499376929614641,1.068606389301888,-1.4532054249706223,-1.2825129249561975,0.7752619200803166
20,0.4958782944361739,0.20832277844803124,-0.5655600675809201,0.47047675925073434,-0.751353050826202
21,0.5006512079936527,0.27247360189600295,-0.12202996335053959,1.0887225007402812,-0.8646218628137016
22,0.6072440321902651,0.21397232159580368,1.9396985928565302,-1.2980857026326387,-0.00505926191569348
23,0.9748834839002067,1.0698498424095055,-0.8352427876728266,-0.058998939306142785,0.9241271284101396
24,-0.14224449534329844,0.11696474592460847,0.11114037223282489,-0.463005046549752,0.517787100930618
25,0.5480507591316136,0.9443799246848256,-0.0677150605731854,-0.23686569374528943,0.35645431512110176
26,-1.2853408009424565,-0.49747851398356097,-0.4197409936702004,0.7893409125949808,0.5326926929959607
27,1.4601996779790116,-1.1297873846598003,-1.578881956844461,-0.15066315760684157,-0.7594407508428633
28,-1.1210601441231978,-0.6200040212254518,1.1566165582495107,0.8373350966126161,-0.9565955816930761
29,-2.7906675032623083,-0.9511338605513022,-0.24196303143312786,0.4173496495422583,-1.0069487878409669
30,0.11441489263000099,1.2266578298026043,-0.04277725781131233,-0.7882732458075815,1.0383610010987925
31,-2.355126954629161,0.4808394206668124,0.965420306912084,-0.9416998217386928,2.548454443043974
32,0.7485900175009892,-0.07600215710048863,-0.17055557221181425,-0.29715657114141436,1.2179064661710977
33,1.603224329813855,0.18234050223037024,-0.714070208904668,-0.5931233300513585,1.262828187570534
34,-1.0798544847574953,-1.1221551215986918,2.3535575190266504,-0.3914925663662201,-0.9211992519697593
35,0.2362969939495565,0.40698101457115826,-0.24017268155480176,-0.8484050322381271,-0.2316025781534004
36,0.8612527650547177,-0.10973212554080998,-2.4971950237917113,-0.3616698489140641,1.837975157391464
37,-0.9137014241966461,-1.1002848216383094,0.4396978606259112,-0.8423689823798686,0.6989442913533347
38,-0.7371238259411674,-0.32800880787240155,-0.23396473734506165,-0.33599025627433216,-0.3282735787381037
39,0.5278643846955782,1.652069771746304,-0.5768409491951298,-2.0683592581870904,1.1922226956118553
40,0.52850885711447,0.303529614860534,-0.9238129274090447,0.9749256997244411,0.582056093548229
41,-0.43936097041292554,-0.01129135828112991,0.41935405544067517,1.6195203460406917,-0.25420743949020425
42,-1.7617580894719418,0.012109460683480927,1.1413770497593474,1.9264596308987556,-1.9367774242046911
